Country,Date,Sentiment Score,Positive,Negative,ratio
ES,10-04-2020,0.03789492,1,8,0.125
ES,11-04-2020,0.06860119,2,6,0.333333333
ES,14-04-2020,0.163888889,1,2,0.5
ES,15-04-2020,0.208333333,1,1,1
ES,16-04-2020,0.191333333,1,4,0.25
ES,17-04-2020,0.139583333,2,2,1
ES,22-04-2020,0.13,1,1,1
ES,23-04-2020,0.036984127,1,6,0.166666667
ES,26-04-2020,0.1925,2,3,0.666666667
ES,27-04-2020,0.479166667,2,1,2
ES,28-04-2020,0.325,3,3,1
ES,29-04-2020,0.064583333,1,7,0.142857143
ES,02-05-2020,0.181673086,8,9,0.888888889
ES,03-05-2020,0.057116517,3,18,0.166666667
ES,04-05-2020,0.123176207,3,6,0.5
ES,05-05-2020,0.033452381,2,12,0.166666667
ES,06-05-2020,-0.00530303,2,10,0.2
ES,07-05-2020,0.097703974,3,9,0.333333333
ES,08-05-2020,0.019480519,2,5,0.4
ES,09-05-2020,0.044570707,3,14,0.214285714
ES,10-05-2020,0.044047619,3,11,0.272727273
ES,11-05-2020,0.102840909,2,9,0.222222222
ES,12-05-2020,0.191666667,3,3,1
ES,14-05-2020,0.124545455,1,3,0.333333333
ES,16-05-2020,0.235,3,4,0.75
ES,17-05-2020,0.078365385,4,9,0.444444444
ES,18-05-2020,0.191388889,2,3,0.666666667
ES,19-05-2020,0.006010101,1,13,0.076923077
ES,20-05-2020,0.14691358,3,6,0.5
ES,21-05-2020,0.117222222,1,5,0.2
ES,22-05-2020,0.129407092,3,9,0.333333333
ES,23-05-2020,0.027597403,1,6,0.166666667
ES,24-05-2020,0.098686869,2,7,0.285714286
ES,25-05-2020,0.004975524,2,8,0.25
ES,26-05-2020,0.186525974,4,3,1.333333333
ES,27-05-2020,-0.002674897,1,8,0.125
ES,28-05-2020,0.109707892,3,6,0.5
ES,29-05-2020,0.092929293,2,7,0.285714286
ES,30-05-2020,0.138888889,2,7,0.285714286
ES,31-05-2020,0.085714286,1,6,0.166666667
ES,01-06-2020,0.083405104,3,16,0.1875
ES,04-06-2020,0.058585859,4,14,0.285714286
ES,06-06-2020,0.103606443,5,12,0.416666667
ES,07-06-2020,0.041821625,2,20,0.1
ES,08-06-2020,0.133333333,3,6,0.5
ES,09-06-2020,0.098316498,4,14,0.285714286
ES,10-06-2020,0.14672619,7,6,1.166666667
ES,11-06-2020,0.182268519,3,5,0.6
ES,12-06-2020,0.057566481,3,11,0.272727273
ES,13-06-2020,-0.05,1,10,0.1
ES,14-06-2020,0.09876211,3,10,0.3
ES,15-06-2020,0.068333849,2,12,0.166666667
ES,16-06-2020,0.012745098,3,14,0.214285714
ES,17-06-2020,0.072402597,2,9,0.222222222
ES,18-06-2020,0.127267574,6,8,0.75
ES,19-06-2020,0.033169331,1,12,0.083333333
ES,24-06-2020,0.084244792,3,5,0.6
ES,25-06-2020,0.214948593,3,8,0.375
ES,27-06-2020,0.034503711,1,6,0.166666667
ES,28-06-2020,0.123549107,2,6,0.333333333
ES,30-06-2020,0.082182173,3,5,0.6
ES,01-07-2020,0.230713794,4,7,0.571428571
ES,04-07-2020,0.24892519,2,2,1
ES,07-07-2020,-0.071171875,1,4,0.25
ES,08-07-2020,0.329229798,5,1,5
ES,09-07-2020,0.176796706,2,6,0.333333333
ES,10-07-2020,0.28452381,5,2,2.5
ES,11-07-2020,0.239393939,6,5,1.2
ES,12-07-2020,0.147222222,1,2,0.5
ES,13-07-2020,0.1,1,1,1
ES,14-07-2020,0.007377486,1,3,0.333333333
ES,17-07-2020,0.009043561,1,3,0.333333333
ES,19-07-2020,0.091393098,1,7,0.142857143
ES,20-07-2020,0.22078355,4,6,0.666666667
ES,21-07-2020,0.18125,1,1,1
ES,22-07-2020,0.069598064,2,7,0.285714286
ES,23-07-2020,0.258491162,2,1,2
ES,24-07-2020,0.154513889,3,5,0.6
ES,28-07-2020,0.142713845,2,4,0.5
ES,29-07-2020,0.093308081,1,3,0.333333333
ES,30-07-2020,0.119821429,3,4,0.75
ES,31-07-2020,0.092555556,1,4,0.25
ES,01-08-2020,0.09375,1,3,0.333333333
ES,02-08-2020,0.094241071,2,3,0.666666667
ES,03-08-2020,0.143263889,2,6,0.333333333
ES,04-08-2020,0.072929293,1,4,0.25
ES,11-08-2020,0.19842152,3,2,1.5
ES,12-08-2020,0.143555555,2,3,0.666666667
ES,13-08-2020,0.096522039,2,9,0.222222222
ES,14-08-2020,0.20614899,2,4,0.5
ES,15-08-2020,0.160973274,5,7,0.714285714
ES,16-08-2020,0.219047619,3,4,0.75
ES,20-08-2020,0.051666667,1,4,0.25
ES,23-08-2020,0.255555556,1,2,0.5
ES,24-08-2020,0.237718254,3,4,0.75
ES,25-08-2020,0.200479601,3,2,1.5
ES,27-08-2020,0.094771825,3,7,0.428571429
ES,29-08-2020,0.183888889,1,2,0.5
ES,31-08-2020,0.078551136,1,5,0.2
ES,01-09-2020,0.122916667,1,3,0.333333333
ES,02-09-2020,0.364015152,3,2,1.5
ES,03-09-2020,0.168364448,1,3,0.333333333
ES,04-09-2020,0.102864583,2,2,1
ES,05-09-2020,0.204166667,2,2,1
ES,06-09-2020,0.133506945,3,3,1
ES,07-09-2020,0.329215495,2,1,2
ES,08-09-2020,0.104047419,1,5,0.2
ES,11-09-2020,0.198863636,1,3,0.333333333
ES,14-09-2020,0.258579546,3,2,1.5
ES,15-09-2020,0.193350168,2,1,2
ES,17-09-2020,0.233333333,1,2,0.5
ES,19-09-2020,0.1,1,3,0.333333333
ES,22-09-2020,0.098863636,2,4,0.5
ES,25-09-2020,0.233333333,1,2,0.5
ES,26-09-2020,-0.005555555,1,2,0.5
ES,02-10-2020,0.1375,2,2,1
ES,05-10-2020,0.259375,2,4,0.5
ES,08-10-2020,0.266666667,2,4,0.5
ES,09-10-2020,0.291666667,4,2,2
ES,11-10-2020,-0.05,2,2,1
ES,12-10-2020,0.152281746,2,4,0.5
ES,16-10-2020,0.383125,2,2,1
ES,17-10-2020,0.25,4,4,1
ES,21-10-2020,0.167121212,4,4,1
ES,22-10-2020,0.133333333,2,4,0.5
ES,23-10-2020,0.2,2,8,0.25
ES,29-10-2020,0.195844156,1,4,0.25
ES,01-11-2020,0.165277778,2,7,0.285714286
ES,04-11-2020,0.049702381,1,2,0.5
ES,05-11-2020,0.288888889,2,4,0.5
ES,07-11-2020,0.202777778,2,1,2
ES,11-11-2020,-0.09,1,4,0.25
ES,12-11-2020,0.108333334,1,1,1
ES,17-11-2020,0.25,1,1,1
ES,18-11-2020,0.366666666,1,1,1
ET,02-09-2020,0.329166667,3,1,3
FI,24-03-2020,0.11875,1,1,1
FI,28-03-2020,0.162525252,2,3,0.666666667
FI,05-04-2020,0.19375,1,1,1
FI,16-04-2020,0.38939394,1,1,1
FI,30-04-2020,0.3125,1,1,1
FI,17-05-2020,0.120833334,1,1,1
FI,02-06-2020,0.083333333,1,1,1
FI,07-06-2020,0.1,1,1,1
FI,09-07-2020,0.2575,1,1,1
FI,15-08-2020,0.2,1,1,1
FI,18-08-2020,0.17524858,1,1,1
FI,30-10-2020,0.120454545,1,2,0.5
FI,16-11-2020,0.373148148,1,1,1
FR,22-03-2020,0.205,2,1,2
FR,23-03-2020,0.142666667,1,4,0.25
FR,24-03-2020,0.183333334,1,1,1
FR,25-03-2020,-0.012850729,2,7,0.285714286
FR,27-03-2020,0.32202381,3,1,3
FR,30-03-2020,0.064756944,2,1,2
FR,31-03-2020,0.083333333,1,2,0.5
FR,01-04-2020,-0.090885417,1,2,0.5
FR,02-04-2020,0.5,2,1,2
FR,06-04-2020,0.242857143,3,4,0.75
FR,08-04-2020,0.25,1,1,1
FR,10-04-2020,0.15,1,1,1
FR,15-04-2020,0.164280303,1,3,0.333333333
FR,19-04-2020,0.111111111,1,3,0.333333333
FR,22-04-2020,0.122380952,4,3,1.333333333
FR,23-04-2020,0.106534091,1,1,1
FR,24-04-2020,0.08060995,4,4,1
FR,26-04-2020,0.28125,1,1,1
FR,28-04-2020,0.069381313,1,6,0.166666667
FR,29-04-2020,0.048511905,2,5,0.4
FR,01-05-2020,0.459017712,2,2,1
FR,02-05-2020,0.091498918,1,4,0.25
FR,03-05-2020,0.255555556,4,5,0.8
FR,04-05-2020,0.229819024,10,8,1.25
FR,06-05-2020,0.128791152,3,6,0.5
FR,07-05-2020,0.127750475,3,8,0.375
FR,08-05-2020,0.081657197,2,6,0.333333333
FR,11-05-2020,0.106770833,3,5,0.6
FR,12-05-2020,0.219886364,2,2,1
FR,16-05-2020,0.208560252,4,3,1.333333333
FR,17-05-2020,0.254166667,3,3,1
FR,18-05-2020,0.249102564,1,1,1
FR,20-05-2020,0.2828125,3,1,3
FR,21-05-2020,0.179924243,1,1,1
FR,22-05-2020,0.177777778,1,2,0.5
FR,24-05-2020,0.147395833,2,2,1
FR,27-05-2020,0.1,1,1,1
FR,28-05-2020,0.15625,1,3,0.333333333
FR,30-05-2020,0.346590909,3,1,3
FR,31-05-2020,0.099089106,1,3,0.333333333
FR,02-06-2020,0.333333333,2,1,2
FR,03-06-2020,0.221590909,1,1,1
FR,06-06-2020,0.101142282,3,5,0.6
FR,07-06-2020,0.372916667,2,1,2
FR,08-06-2020,0.21969697,2,1,2
FR,12-06-2020,0.251785714,4,2,2
FR,13-06-2020,0.380952381,2,1,2
FR,15-06-2020,0.072664141,2,7,0.285714286
FR,16-06-2020,0.064285714,1,6,0.166666667
FR,18-06-2020,0.105081426,1,6,0.166666667
FR,20-06-2020,0.243571429,2,3,0.666666667
FR,22-06-2020,0.0859375,1,1,1
FR,24-06-2020,0.092301587,1,4,0.25
FR,25-06-2020,0.176064815,5,4,1.25
FR,27-06-2020,0.257121212,4,1,4
FR,28-06-2020,-0.022787879,1,4,0.25
FR,29-06-2020,0.225821738,3,4,0.75
FR,30-06-2020,0.157272727,1,4,0.25
FR,01-07-2020,0.098863636,1,1,1
FR,02-07-2020,0.129415584,1,4,0.25
FR,04-07-2020,0.433645833,2,2,1
FR,07-07-2020,0.152352694,2,4,0.5
FR,09-07-2020,0.168287037,3,3,1
FR,10-07-2020,0.28125,1,1,1
FR,11-07-2020,0.243055556,1,1,1
FR,12-07-2020,0.290740741,1,2,0.5
FR,13-07-2020,0.173098958,3,5,0.6
FR,14-07-2020,0.167077922,2,3,0.666666667
FR,18-07-2020,0.218888889,2,4,0.5
FR,19-07-2020,0.102657957,3,4,0.75
FR,20-07-2020,0.276488095,1,3,0.333333333
FR,21-07-2020,0.098807668,1,6,0.166666667
FR,22-07-2020,0.3,2,1,2
FR,23-07-2020,0.105357143,2,2,1
FR,24-07-2020,0.103368056,3,3,1
FR,27-07-2020,0.296818182,2,3,0.666666667
FR,29-07-2020,0.164074074,1,3,0.333333333
FR,30-07-2020,0.192361111,2,2,1
FR,31-07-2020,0.169318182,2,2,1
FR,01-08-2020,0.100559163,1,6,0.166666667
FR,03-08-2020,0.215530303,3,2,1.5
FR,04-08-2020,0.095833333,2,6,0.333333333
FR,05-08-2020,0.114611111,1,4,0.25
FR,12-08-2020,0.234,3,2,1.5
FR,13-08-2020,0.115738636,3,5,0.6
FR,14-08-2020,0.29859375,6,4,1.5
FR,15-08-2020,0.267685873,6,7,0.857142857
FR,16-08-2020,0.134563718,1,3,0.333333333
FR,18-08-2020,0.055279581,1,7,0.142857143
FR,20-08-2020,0.084523809,1,1,1
FR,21-08-2020,0.22744709,4,2,2
FR,22-08-2020,0.209280303,3,3,1
FR,23-08-2020,0.115378788,2,3,0.666666667
FR,26-08-2020,0.183333333,1,2,0.5
FR,27-08-2020,0.035524692,1,5,0.2
FR,28-08-2020,0.130208334,1,1,1
FR,29-08-2020,0.246974528,3,4,0.75
FR,30-08-2020,0.006111111,1,5,0.2
FR,01-09-2020,0.052243223,1,6,0.166666667
FR,02-09-2020,0.049025974,2,5,0.4
FR,03-09-2020,0.217857143,4,3,1.333333333
FR,04-09-2020,0.242873016,2,3,0.666666667
FR,05-09-2020,0.378181818,4,1,4
FR,07-09-2020,0.50734127,5,1,5
FR,09-09-2020,0.092140152,2,4,0.5
FR,15-09-2020,0.25,1,1,1
FR,19-09-2020,0.1,1,1,1
FR,20-09-2020,0.212121212,1,2,0.5
FR,28-09-2020,0.105113637,1,1,1
FR,29-09-2020,0.1125,1,1,1
FR,08-10-2020,0.04,4,6,0.666666667
FR,14-10-2020,0.425,2,2,1
FR,17-10-2020,0.208984375,2,2,1
FR,19-10-2020,0.1,2,2,1
FR,20-10-2020,0.355555556,4,2,2
FR,25-10-2020,0.188636364,2,2,1
FR,28-10-2020,0.225,4,1,4
FR,29-10-2020,0.127360182,3,8,0.375
FR,30-10-2020,0.096678322,3,10,0.3
FR,31-10-2020,0.013939394,1,4,0.25
FR,01-11-2020,0.270238095,4,3,1.333333333
FR,02-11-2020,0.2125,1,3,0.333333333
FR,03-11-2020,0.243425325,1,3,0.333333333
FR,04-11-2020,0.425,2,1,2
FR,05-11-2020,0.05,1,3,0.333333333
FR,06-11-2020,0.1,1,1,1
FR,07-11-2020,-0.05,1,3,0.333333333
FR,08-11-2020,0.1625,1,3,0.333333333
FR,09-11-2020,0.1625,1,1,1
FR,10-11-2020,0.095,2,3,0.666666667
FR,15-11-2020,0.043087121,1,5,0.2
FR,16-11-2020,0.056060606,1,3,0.333333333
FR,17-11-2020,0.2,2,2,1
GB,21-03-2020,0.078327474,28,70,0.4
GB,22-03-2020,0.113168218,27,57,0.473684211
GB,23-03-2020,0.148423522,37,72,0.513888889
GB,24-03-2020,0.10002584,34,93,0.365591398
GB,25-03-2020,0.084762806,28,69,0.405797101
GB,26-03-2020,0.10497795,24,67,0.358208955
GB,27-03-2020,0.130266978,19,58,0.327586207
GB,28-03-2020,0.086006331,25,64,0.390625
GB,30-03-2020,0.169423046,20,25,0.8
GB,31-03-2020,0.127343573,17,39,0.435897436
GB,01-04-2020,0.099793938,14,40,0.35
GB,02-04-2020,0.083409856,19,58,0.327586207
GB,03-04-2020,0.145348815,16,31,0.516129032
GB,05-04-2020,0.040209678,12,41,0.292682927
GB,06-04-2020,0.100784471,10,30,0.333333333
GB,07-04-2020,0.090810613,15,50,0.3
GB,08-04-2020,0.132201028,19,29,0.655172414
GB,09-04-2020,0.126467565,16,32,0.5
GB,10-04-2020,0.10754233,9,34,0.264705882
GB,11-04-2020,0.067917769,8,26,0.307692308
GB,12-04-2020,0.139292914,22,33,0.666666667
GB,13-04-2020,0.20817439,21,25,0.84
GB,14-04-2020,0.064462774,7,27,0.259259259
GB,15-04-2020,-0.003833614,5,29,0.172413793
GB,16-04-2020,0.149567539,16,23,0.695652174
GB,17-04-2020,0.147035019,11,17,0.647058824
GB,18-04-2020,0.133447981,26,69,0.376811594
GB,19-04-2020,0.088318239,35,89,0.393258427
GB,22-04-2020,0.132369085,37,66,0.560606061
GB,23-04-2020,0.069351301,19,87,0.218390805
GB,24-04-2020,0.140168329,31,62,0.5
GB,26-04-2020,0.0890905,31,103,0.300970874
GB,27-04-2020,0.085047758,29,84,0.345238095
GB,28-04-2020,0.073199381,48,123,0.390243902
GB,29-04-2020,0.064915649,40,149,0.268456376
GB,30-04-2020,0.110520103,60,143,0.41958042
GB,01-05-2020,0.128092713,73,162,0.450617284
GB,02-05-2020,0.082554356,50,136,0.367647059
GB,03-05-2020,0.098243185,66,153,0.431372549
GB,04-05-2020,0.128978579,56,117,0.478632479
GB,05-05-2020,0.128576782,57,108,0.527777778
GB,06-05-2020,0.076305033,43,130,0.330769231
GB,07-05-2020,0.144349201,80,124,0.64516129
GB,08-05-2020,0.104783605,53,159,0.333333333
GB,09-05-2020,0.126120139,57,106,0.537735849
GB,10-05-2020,0.111040411,53,132,0.401515152
GB,11-05-2020,0.088509799,47,127,0.37007874
GB,12-05-2020,0.073883052,45,136,0.330882353
GB,14-05-2020,0.110117586,63,146,0.431506849
GB,16-05-2020,0.13293302,63,111,0.567567568
GB,17-05-2020,0.067273758,30,136,0.220588235
GB,18-05-2020,0.09978487,53,151,0.350993377
GB,19-05-2020,0.161897463,74,122,0.606557377
GB,20-05-2020,0.109439106,56,116,0.482758621
GB,21-05-2020,0.075005545,53,141,0.375886525
GB,22-05-2020,0.104882935,54,121,0.446280992
GB,23-05-2020,0.121488751,43,85,0.505882353
GB,24-05-2020,0.162248807,50,84,0.595238095
GB,25-05-2020,0.157416223,49,80,0.6125
GB,26-05-2020,0.110490265,37,95,0.389473684
GB,27-05-2020,0.121036276,51,108,0.472222222
GB,28-05-2020,0.117457529,59,106,0.556603774
GB,29-05-2020,0.092441758,40,121,0.330578512
GB,30-05-2020,0.123881866,57,110,0.518181818
GB,31-05-2020,0.057512214,33,122,0.270491803
GB,01-06-2020,0.127239169,61,117,0.521367521
GB,02-06-2020,0.078514899,22,79,0.278481013
GB,03-06-2020,0.120189987,43,97,0.443298969
GB,04-06-2020,0.08661369,33,94,0.35106383
GB,06-06-2020,0.087420966,36,99,0.363636364
GB,07-06-2020,0.113116788,42,81,0.518518519
GB,08-06-2020,0.127816782,66,101,0.653465347
GB,09-06-2020,0.107322119,46,106,0.433962264
GB,10-06-2020,0.099536803,39,103,0.378640777
GB,11-06-2020,0.129776506,42,88,0.477272727
GB,12-06-2020,0.145624955,48,97,0.494845361
GB,13-06-2020,0.151713251,46,88,0.522727273
GB,14-06-2020,0.120035079,53,106,0.5
GB,15-06-2020,0.166515326,154,214,0.719626168
GB,16-06-2020,0.103824895,129,285,0.452631579
GB,17-06-2020,0.15159497,119,219,0.543378995
GB,18-06-2020,0.148070901,122,199,0.613065327
GB,19-06-2020,0.150597725,135,206,0.655339806
GB,20-06-2020,0.180713241,156,211,0.739336493
GB,22-06-2020,0.154131018,100,174,0.574712644
GB,24-06-2020,0.177519573,130,181,0.718232044
GB,25-06-2020,0.157281296,118,179,0.659217877
GB,27-06-2020,0.117941142,97,215,0.451162791
GB,28-06-2020,0.138540738,105,182,0.576923077
GB,29-06-2020,0.149288301,109,180,0.605555556
GB,30-06-2020,0.119002529,95,185,0.513513514
GB,01-07-2020,0.156758888,119,197,0.604060914
GB,02-07-2020,0.122809543,98,207,0.473429952
GB,04-07-2020,0.1703632,191,261,0.731800766
GB,07-07-2020,0.150645197,98,160,0.6125
GB,08-07-2020,0.180012355,105,125,0.84
GB,09-07-2020,0.170145312,119,174,0.683908046
GB,10-07-2020,0.187763414,135,153,0.882352941
GB,11-07-2020,0.175570387,133,172,0.773255814
GB,12-07-2020,0.141536322,100,165,0.606060606
GB,13-07-2020,0.196214898,83,115,0.72173913
GB,14-07-2020,0.150185911,99,149,0.66442953
GB,17-07-2020,0.144399393,118,162,0.728395062
GB,18-07-2020,0.185350525,159,169,0.940828402
GB,19-07-2020,0.15815391,101,154,0.655844156
GB,20-07-2020,0.160796304,76,143,0.531468531
GB,21-07-2020,0.181900329,102,141,0.723404255
GB,22-07-2020,0.146044016,101,141,0.716312057
GB,23-07-2020,0.162139351,110,148,0.743243243
GB,24-07-2020,0.185069314,125,169,0.73964497
GB,25-07-2020,0.126787697,101,180,0.561111111
GB,27-07-2020,0.161205206,93,129,0.720930233
GB,28-07-2020,0.141869504,78,113,0.690265487
GB,29-07-2020,0.159726081,90,127,0.708661417
GB,30-07-2020,0.144197962,83,118,0.703389831
GB,31-07-2020,0.153562083,95,146,0.650684932
GB,01-08-2020,0.139385599,94,142,0.661971831
GB,02-08-2020,0.141728343,85,121,0.702479339
GB,03-08-2020,0.151000286,77,116,0.663793103
GB,04-08-2020,0.145182967,71,123,0.577235772
GB,05-08-2020,0.173901373,94,122,0.770491803
GB,11-08-2020,0.169311258,111,120,0.925
GB,12-08-2020,0.159403866,90,149,0.604026846
GB,13-08-2020,0.140275386,73,144,0.506944444
GB,14-08-2020,0.168914148,112,159,0.704402516
GB,15-08-2020,0.224992651,142,139,1.021582734
GB,16-08-2020,0.15312873,86,112,0.767857143
GB,17-08-2020,0.148954637,80,130,0.615384615
GB,18-08-2020,0.15528255,101,154,0.655844156
GB,19-08-2020,0.160736701,101,138,0.731884058
GB,20-08-2020,0.157096617,93,133,0.69924812
GB,21-08-2020,0.157467973,82,120,0.683333333
GB,22-08-2020,0.184900307,86,114,0.754385965
GB,23-08-2020,0.175153957,88,104,0.846153846
GB,24-08-2020,0.158674287,74,132,0.560606061
GB,25-08-2020,0.160339281,88,114,0.771929825
GB,26-08-2020,0.159606772,85,121,0.702479339
GB,27-08-2020,0.147055912,69,124,0.556451613
GB,28-08-2020,0.157203956,81,119,0.680672269
GB,29-08-2020,0.17823988,96,118,0.813559322
GB,30-08-2020,0.166215798,78,112,0.696428571
GB,31-08-2020,0.186758646,68,111,0.612612613
GB,01-09-2020,0.154569362,88,114,0.771929825
GB,02-09-2020,0.175752626,75,106,0.70754717
GB,03-09-2020,0.162478554,71,93,0.76344086
GB,04-09-2020,0.170206153,78,114,0.684210526
GB,05-09-2020,0.151674952,73,104,0.701923077
GB,06-09-2020,0.156330642,68,110,0.618181818
GB,07-09-2020,0.17945117,89,103,0.86407767
GB,08-09-2020,0.146780038,78,132,0.590909091
GB,09-09-2020,0.14870314,58,108,0.537037037
GB,10-09-2020,0.12876388,34,60,0.566666667
GB,11-09-2020,0.129117594,34,79,0.430379747
GB,12-09-2020,0.120091157,32,62,0.516129032
GB,13-09-2020,0.101725757,20,49,0.408163265
GB,14-09-2020,0.147487821,30,65,0.461538462
GB,15-09-2020,0.11432729,29,69,0.420289855
GB,17-09-2020,0.088555736,29,69,0.420289855
GB,18-09-2020,0.082162934,24,83,0.289156627
GB,19-09-2020,0.136836644,33,71,0.464788732
GB,20-09-2020,0.128246154,29,52,0.557692308
GB,22-09-2020,0.078508954,29,81,0.358024691
GB,23-09-2020,0.148058395,37,63,0.587301587
GB,24-09-2020,0.145728055,43,86,0.5
GB,25-09-2020,0.122173733,29,73,0.397260274
GB,26-09-2020,0.173160612,42,62,0.677419355
GB,27-09-2020,0.083665387,22,70,0.314285714
GB,28-09-2020,0.129007654,27,56,0.482142857
GB,29-09-2020,0.190560015,39,51,0.764705882
GB,30-09-2020,0.0729206,22,72,0.305555556
GB,02-10-2020,0.134652778,14,42,0.333333333
GB,03-10-2020,0.094860205,34,80,0.425
GB,04-10-2020,0.082257887,32,100,0.32
GB,05-10-2020,0.052158095,24,62,0.387096774
GB,06-10-2020,0.081849135,32,107,0.299065421
GB,07-10-2020,0.051874194,46,142,0.323943662
GB,08-10-2020,0.125540918,52,100,0.52
GB,09-10-2020,0.123294216,62,135,0.459259259
GB,10-10-2020,0.116233272,68,126,0.53968254
GB,11-10-2020,0.112525045,52,101,0.514851485
GB,12-10-2020,0.154111267,62,114,0.543859649
GB,13-10-2020,0.069053292,48,141,0.340425532
GB,14-10-2020,0.111537292,62,136,0.455882353
GB,15-10-2020,0.077906368,60,175,0.342857143
GB,16-10-2020,0.141767686,80,108,0.740740741
GB,17-10-2020,0.104714024,70,173,0.404624277
GB,18-10-2020,0.168211081,70,99,0.707070707
GB,19-10-2020,0.130695618,56,110,0.509090909
GB,20-10-2020,0.084897263,58,142,0.408450704
GB,21-10-2020,0.086420409,64,138,0.463768116
GB,22-10-2020,0.145035233,74,112,0.660714286
GB,23-10-2020,0.117005202,82,176,0.465909091
GB,24-10-2020,0.139597197,73,116,0.629310345
GB,25-10-2020,0.116935665,46,101,0.455445545
GB,26-10-2020,0.161266052,29,53,0.547169811
GB,28-10-2020,0.129606969,30,57,0.526315789
GB,29-10-2020,0.116382095,35,67,0.52238806
GB,30-10-2020,0.163783909,39,58,0.672413793
GB,31-10-2020,0.166225726,76,132,0.575757576
GB,01-11-2020,0.152602112,114,165,0.690909091
GB,02-11-2020,0.127680014,79,169,0.467455621
GB,03-11-2020,0.151823545,98,178,0.550561798
GB,04-11-2020,0.120729023,131,278,0.471223022
GB,05-11-2020,0.154188705,166,284,0.584507042
GB,06-11-2020,0.134260208,89,185,0.481081081
GB,07-11-2020,0.13991808,84,159,0.528301887
GB,08-11-2020,0.144028758,62,124,0.5
GB,09-11-2020,0.152679071,51,80,0.6375
GB,10-11-2020,0.140518943,70,115,0.608695652
GB,11-11-2020,0.115120916,48,115,0.417391304
GB,12-11-2020,0.152911632,54,103,0.524271845
GB,13-11-2020,0.136588893,48,92,0.52173913
GB,14-11-2020,0.093924373,33,112,0.294642857
GB,15-11-2020,0.132318902,54,85,0.635294118
GB,16-11-2020,0.16397742,32,62,0.516129032
GB,17-11-2020,0.137548154,40,76,0.526315789
GB,18-11-2020,0.150185595,42,76,0.552631579
GD,28-06-2020,0.25,1,1,1
GF,18-07-2020,0.222222222,1,1,1
GF,28-08-2020,0.2,1,1,1
GF,01-09-2020,-0.003409091,1,1,1
GF,04-09-2020,0.25,1,1,1
GH,21-03-2020,0.077281746,1,3,0.333333333
GH,22-03-2020,-0.025,1,4,0.25
GH,24-03-2020,0.019191919,1,5,0.2
GH,25-03-2020,-0.06,1,4,0.25
GH,27-03-2020,0.116891234,3,7,0.428571429
GH,28-03-2020,0.326190476,3,4,0.75
GH,30-03-2020,0.032142857,2,5,0.4
GH,31-03-2020,0.216666667,2,3,0.666666667
GH,02-04-2020,0.3,2,1,2
GH,07-04-2020,0.197070707,2,1,2
GH,10-04-2020,0.171780303,2,2,1
GH,11-04-2020,0.274621212,1,2,0.5
GH,15-04-2020,0.166666667,1,2,0.5
GH,17-04-2020,-0.133333333,1,2,0.5
GH,18-04-2020,0.345833333,2,2,1
GH,19-04-2020,0.168989899,3,3,1
GH,24-04-2020,0.316666667,3,3,1
GH,26-04-2020,0.119047619,2,5,0.4
GH,29-04-2020,0.105073593,2,3,0.666666667
GH,01-05-2020,0.316358826,4,2,2
GH,02-05-2020,0.206186869,4,5,0.8
GH,03-05-2020,0.426339286,5,2,2.5
GH,04-05-2020,0.105546537,2,2,1
GH,05-05-2020,-0.063888889,1,5,0.2
GH,06-05-2020,0.079301948,1,6,0.166666667
GH,07-05-2020,0.15,2,2,1
GH,08-05-2020,0.171136364,2,3,0.666666667
GH,09-05-2020,0.239583333,3,3,1
GH,11-05-2020,0.171666667,2,3,0.666666667
GH,12-05-2020,0.3515625,2,2,1
GH,14-05-2020,0.123410122,7,14,0.5
GH,16-05-2020,0.230714286,2,3,0.666666667
GH,17-05-2020,0.340909091,6,5,1.2
GH,18-05-2020,0.399167499,9,4,2.25
GH,19-05-2020,0.120975379,2,6,0.333333333
GH,20-05-2020,0.076531987,2,7,0.285714286
GH,21-05-2020,0.222376894,4,4,1
GH,22-05-2020,0.147619048,3,5,0.6
GH,23-05-2020,0.164739583,3,3,1
GH,25-05-2020,0.135606061,1,3,0.333333333
GH,26-05-2020,0.16207483,2,5,0.4
GH,27-05-2020,0.052404762,1,4,0.25
GH,28-05-2020,0.128809524,2,3,0.666666667
GH,29-05-2020,0.13,2,3,0.666666667
GH,30-05-2020,0.247222222,2,1,2
GH,01-06-2020,0.26674359,2,3,0.666666667
GH,02-06-2020,0.15,1,2,0.5
GH,03-06-2020,0.154947917,2,2,1
GH,09-06-2020,-0.033617424,1,3,0.333333333
GH,12-06-2020,0.144654882,1,2,0.5
GH,13-06-2020,0.134747024,3,4,0.75
GH,14-06-2020,0.113636364,1,4,0.25
GH,15-06-2020,0.1,2,3,0.666666667
GH,16-06-2020,0.226420455,3,1,3
GH,17-06-2020,0.196590909,2,2,1
GH,18-06-2020,0.321212121,3,1,3
GH,20-06-2020,0.183238636,1,3,0.333333333
GH,24-06-2020,0.115340909,1,3,0.333333333
GH,25-06-2020,0.183333333,2,1,2
GH,27-06-2020,-0.238707386,2,3,0.666666667
GH,28-06-2020,0.155809772,3,5,0.6
GH,29-06-2020,0.263888889,3,1,3
GH,30-06-2020,0.266666667,2,1,2
GH,01-07-2020,0.438825758,5,1,5
GH,02-07-2020,0.0875,1,3,0.333333333
